fl_date,op_unique_carrier,op_carrier_fl_num,origin,dest,predicted_delay
1578096000000000000,AA,527,PHX,DEN,49.081857700804136
1578096000000000000,AA,527,PHX,DEN,49.081857700804136
1578182400000000000,AA,527,PHX,DEN,39.02107163200715
1578182400000000000,AA,527,PHX,DEN,39.02107163200715
1578182400000000000,AA,527,PHX,DEN,39.02107163200715
1578182400000000000,WN,2579,PHX,DEN,-8.131752108660239
1578182400000000000,WN,2579,PHX,DEN,-8.131752108660239
1578182400000000000,WN,2579,PHX,DEN,-8.131752108660239
1577836800000000000,WN,5024,PHX,DTW,2.5027098288678085
1577923200000000000,DL,1262,PHX,DTW,-13.225152594303964
1578009600000000000,DL,1262,PHX,DTW,-13.225152594303964
1578096000000000000,DL,1262,PHX,DTW,-13.754515080019035
1578182400000000000,DL,1262,PHX,DTW,-9.564965991786705
1577836800000000000,WN,1016,PHX,ELP,-3.1027224038860415
1577836800000000000,WN,3951,PHX,LAS,-4.872168447869839
1577836800000000000,WN,3951,PHX,LAS,-4.872168447869839
1577836800000000000,WN,3951,PHX,LAS,-4.872168447869839
1577923200000000000,WN,1932,PHX,LAS,-0.35468464065559147
1577923200000000000,WN,1932,PHX,LAS,-0.35468464065559147
1577923200000000000,WN,1932,PHX,LAS,-0.35468464065559147
1578009600000000000,WN,1932,PHX,LAS,-0.35468464065559147
1578009600000000000,WN,1932,PHX,LAS,-0.35468464065559147
1578009600000000000,WN,1932,PHX,LAS,-0.35468464065559147
1578182400000000000,WN,4994,PHX,LAS,-7.834571941116731
1578182400000000000,WN,4994,PHX,LAS,-7.834571941116731
1578182400000000000,WN,4994,PHX,LAS,-7.834571941116731
1577836800000000000,WN,4044,PHX,LAS,-10.888046372655708
1577836800000000000,WN,4044,PHX,LAS,-10.888046372655708
1577836800000000000,WN,4044,PHX,LAS,-10.888046372655708
1577923200000000000,WN,1067,PHX,LAS,-1.2516594001539896
1577923200000000000,WN,1067,PHX,LAS,-1.2516594001539896
1577923200000000000,WN,1067,PHX,LAS,-1.2516594001539896
1578009600000000000,WN,1067,PHX,LAS,-1.2516594001539896
1578009600000000000,WN,1067,PHX,LAS,-1.2516594001539896
1578009600000000000,WN,1067,PHX,LAS,-1.2516594001539896
1578096000000000000,WN,516,PHX,LAS,5.283580632047335
1578096000000000000,WN,516,PHX,LAS,5.283580632047335
1578096000000000000,WN,516,PHX,LAS,5.283580632047335
1577836800000000000,WN,5828,PHX,LAS,115.62593683438931
1577836800000000000,WN,5828,PHX,LAS,115.62593683438931
1577836800000000000,WN,5828,PHX,LAS,115.62593683438931
1577836800000000000,F9,2149,PHX,LAS,103.57442176458952
1577836800000000000,F9,2149,PHX,LAS,103.57442176458952
1577836800000000000,F9,2149,PHX,LAS,103.57442176458952
1577923200000000000,WN,2281,PHX,LAS,121.06790019482862
1577923200000000000,WN,2281,PHX,LAS,121.06790019482862
1577923200000000000,WN,2281,PHX,LAS,121.06790019482862
1578009600000000000,WN,2281,PHX,LAS,121.06790019482862
1578009600000000000,WN,2281,PHX,LAS,121.06790019482862
1578009600000000000,WN,2281,PHX,LAS,121.06790019482862
1578009600000000000,F9,2155,PHX,LAS,137.75136475773473
1578009600000000000,F9,2155,PHX,LAS,137.75136475773473
1578009600000000000,F9,2155,PHX,LAS,137.75136475773473
1578096000000000000,F9,2149,PHX,LAS,99.47823569676669
1578096000000000000,F9,2149,PHX,LAS,99.47823569676669
1578096000000000000,F9,2149,PHX,LAS,99.47823569676669
1577836800000000000,WN,6355,PHX,LAS,5.902371592622785
1577836800000000000,WN,6355,PHX,LAS,5.902371592622785
1577836800000000000,WN,6355,PHX,LAS,5.902371592622785
1577923200000000000,WN,1416,PHX,LAS,13.780173880486249
1577923200000000000,WN,1416,PHX,LAS,13.780173880486249
1577923200000000000,WN,1416,PHX,LAS,13.780173880486249
1578009600000000000,WN,1416,PHX,LAS,13.780173880486249
1578009600000000000,WN,1416,PHX,LAS,13.780173880486249
1578009600000000000,WN,1416,PHX,LAS,13.780173880486249
1578096000000000000,WN,5644,PHX,LAS,2.516516799421682
1578096000000000000,WN,5644,PHX,LAS,2.516516799421682
1578096000000000000,WN,5644,PHX,LAS,2.516516799421682
1577836800000000000,WN,6563,PHX,LAS,-5.334435029032472
1577836800000000000,WN,6563,PHX,LAS,-5.334435029032472
1577836800000000000,AA,777,PHX,LAS,-8.1975046997722
1577836800000000000,AA,777,PHX,LAS,-8.1975046997722
1577923200000000000,AA,777,PHX,LAS,-7.509192499493409
1577923200000000000,AA,777,PHX,LAS,-7.509192499493409
1578009600000000000,AA,777,PHX,LAS,-7.509192499493409
1578009600000000000,AA,777,PHX,LAS,-7.509192499493409
1578096000000000000,AA,777,PHX,LAS,-8.895867700040089
1578096000000000000,AA,777,PHX,LAS,-8.895867700040089
1578182400000000000,WN,4148,PHX,LAS,-4.403483867218777
1578182400000000000,WN,4148,PHX,LAS,-4.403483867218777
1578182400000000000,AA,777,PHX,LAS,-9.068821060346927
1578182400000000000,AA,777,PHX,LAS,-9.068821060346927
1577836800000000000,WN,4657,PHX,LAX,-2.808222074612925
1577836800000000000,WN,4657,PHX,LAX,-2.808222074612925
1577836800000000000,WN,4657,PHX,LAX,-2.808222074612925
1577836800000000000,AA,2661,PHX,LAX,-9.770985948300588
1577836800000000000,AA,2661,PHX,LAX,-9.770985948300588
1577836800000000000,AA,2661,PHX,LAX,-9.770985948300588
1577923200000000000,WN,448,PHX,LAX,-5.308165531715763
1577923200000000000,WN,448,PHX,LAX,-5.308165531715763
1577923200000000000,WN,448,PHX,LAX,-5.308165531715763
1578009600000000000,WN,448,PHX,LAX,-5.308165531715763
1578009600000000000,WN,448,PHX,LAX,-5.308165531715763
1578009600000000000,WN,448,PHX,LAX,-5.308165531715763
1578009600000000000,AA,2661,PHX,LAX,-9.082673748021806
1578009600000000000,AA,2661,PHX,LAX,-9.082673748021806
1578009600000000000,AA,2661,PHX,LAX,-9.082673748021806
1578096000000000000,AA,2661,PHX,LAX,-1.7014512597350042
1578096000000000000,AA,2661,PHX,LAX,-1.7014512597350042
1578096000000000000,AA,2661,PHX,LAX,-1.7014512597350042
1578182400000000000,WN,6075,PHX,LAX,-5.158099116822318
1578182400000000000,WN,6075,PHX,LAX,-5.158099116822318
1578182400000000000,WN,6075,PHX,LAX,-5.158099116822318
1577836800000000000,WN,4743,PHX,LAX,-2.5298430682953024
1577836800000000000,WN,4743,PHX,LAX,-2.5298430682953024
1577836800000000000,WN,4743,PHX,LAX,-2.5298430682953024
1578182400000000000,WN,3972,PHX,LAX,8.517008638382196
1578182400000000000,WN,3972,PHX,LAX,8.517008638382196
1578182400000000000,WN,3972,PHX,LAX,8.517008638382196
1577836800000000000,WN,3407,PHX,MCO,-6.044133099087524
1577836800000000000,AA,682,PHX,MCO,-1.9314155733684384
1577923200000000000,WN,1247,PHX,MCO,-4.773066313402396
1577923200000000000,AA,682,PHX,MCO,-1.9314155733684384
1578009600000000000,AA,682,PHX,MCO,2.3762238992789078
1578009600000000000,WN,1247,PHX,MCO,-4.773066313402396
1578096000000000000,AA,682,PHX,MCO,-3.717045278219485
1578182400000000000,AA,682,PHX,MCO,-3.3602618395457946
1577836800000000000,WN,3880,PHX,MDW,-15.05896818986697
1578096000000000000,WN,2785,PHX,MDW,-11.130333723361618
1577836800000000000,WN,5046,PHX,MDW,9.9359502458132
1577836800000000000,WN,5046,PHX,MDW,9.9359502458132
1577836800000000000,WN,5046,PHX,MDW,9.9359502458132
1577836800000000000,WN,5046,PHX,MDW,9.9359502458132
1577836800000000000,WN,5046,PHX,MDW,9.9359502458132
1577836800000000000,WN,5046,PHX,MDW,9.9359502458132
1578096000000000000,WN,4753,PHX,MDW,0.48009159836386095
1578096000000000000,WN,4753,PHX,MDW,0.48009159836386095
1578096000000000000,WN,4753,PHX,MDW,0.48009159836386095
1578096000000000000,WN,4753,PHX,MDW,0.48009159836386095
1578096000000000000,WN,4753,PHX,MDW,0.48009159836386095
1578096000000000000,WN,4753,PHX,MDW,0.48009159836386095
1577836800000000000,WN,5971,PHX,MDW,-7.264427345018298
1577836800000000000,WN,5971,PHX,MDW,-7.264427345018298
1577836800000000000,WN,5971,PHX,MDW,-7.264427345018298
1578096000000000000,WN,3836,PHX,MDW,-5.740572478313414
1578096000000000000,WN,3836,PHX,MDW,-5.740572478313414
1578096000000000000,WN,3836,PHX,MDW,-5.740572478313414
1577836800000000000,WN,6240,PHX,MDW,48.24076719705003
1577923200000000000,WN,2389,PHX,MDW,36.50206817886334
1578009600000000000,WN,2389,PHX,MDW,29.404805904546457
1578182400000000000,WN,3267,PHX,MDW,38.58763458075446
1577836800000000000,WN,4670,PHX,MKE,-12.391147458655189
1577836800000000000,WN,5109,PHX,MKE,14.587853360606713
1577836800000000000,WN,5109,PHX,MKE,14.587853360606713
1577836800000000000,AA,667,PHX,MKE,12.646271783353896
1577836800000000000,AA,667,PHX,MKE,12.646271783353896
1577923200000000000,AA,667,PHX,MKE,13.33458398363268
1577923200000000000,AA,667,PHX,MKE,13.33458398363268
1578009600000000000,AA,667,PHX,MKE,13.33458398363268
1578009600000000000,AA,667,PHX,MKE,13.33458398363268
1578096000000000000,AA,667,PHX,MKE,6.889138659130826
1578096000000000000,AA,667,PHX,MKE,6.889138659130826
1578182400000000000,WN,4515,PHX,MKE,2.022378475134054
1578182400000000000,WN,4515,PHX,MKE,2.022378475134054
1578182400000000000,AA,667,PHX,MKE,8.314214020569903
1578182400000000000,AA,667,PHX,MKE,8.314214020569903
1577836800000000000,WN,4114,PHX,MSP,-0.7579446223425801
1577836800000000000,WN,4114,PHX,MSP,-0.7579446223425801
1577836800000000000,AA,2450,PHX,MSP,-6.616853994823022
1577836800000000000,AA,2450,PHX,MSP,-6.616853994823022
1577923200000000000,AA,2450,PHX,MSP,-5.928541794544238
1577923200000000000,AA,2450,PHX,MSP,-5.928541794544238
1578009600000000000,AA,2450,PHX,MSP,-5.928541794544238
1578009600000000000,AA,2450,PHX,MSP,-5.928541794544238
1578096000000000000,AA,2450,PHX,MSP,-9.290402779111156
1578096000000000000,AA,2450,PHX,MSP,-9.290402779111156
1578182400000000000,AA,2450,PHX,MSP,-7.755495783173733
1578182400000000000,AA,2450,PHX,MSP,-7.755495783173733
1577836800000000000,WN,661,PHX,MSY,-4.692924620015534
1577836800000000000,AA,2819,PHX,MSY,-7.971545540441561
1577923200000000000,WN,4029,PHX,MSY,-14.56827233584098
1577923200000000000,AA,2819,PHX,MSY,-7.283233340162776
1578009600000000000,WN,4029,PHX,MSY,-14.56827233584098
1578009600000000000,AA,2819,PHX,MSY,-7.283233340162776
1578096000000000000,WN,3697,PHX,MSY,-17.852960414662064
1578096000000000000,AA,2819,PHX,MSY,-8.197659858653596
1578182400000000000,AA,2819,PHX,MSY,-9.04609787909668
1578182400000000000,WN,3732,PHX,MSY,-5.838875803701635
1577836800000000000,WN,5830,PHX,OMA,-2.494432616618568
1577836800000000000,WN,5830,PHX,OMA,-2.494432616618568
1577836800000000000,WN,5830,PHX,OMA,-2.494432616618568
1577836800000000000,AA,613,PHX,OMA,-8.562791454913377
1577836800000000000,AA,613,PHX,OMA,-8.562791454913377
1577836800000000000,AA,613,PHX,OMA,-8.562791454913377
1577923200000000000,AA,613,PHX,OMA,2.280871849143556
1577923200000000000,AA,613,PHX,OMA,2.280871849143556
1577923200000000000,AA,613,PHX,OMA,2.280871849143556
1578009600000000000,AA,613,PHX,OMA,2.280871849143556
1578009600000000000,AA,613,PHX,OMA,2.280871849143556
1578009600000000000,AA,613,PHX,OMA,2.280871849143556
1578096000000000000,AA,613,PHX,OMA,4.729120403521554
1578096000000000000,AA,613,PHX,OMA,4.729120403521554
1578096000000000000,AA,613,PHX,OMA,4.729120403521554
1578182400000000000,AA,613,PHX,OMA,7.338649010695147
1578182400000000000,AA,613,PHX,OMA,7.338649010695147
1578182400000000000,AA,613,PHX,OMA,7.338649010695147
1578182400000000000,WN,4901,PHX,OMA,-6.13602471980915
1578182400000000000,WN,4901,PHX,OMA,-6.13602471980915
1578182400000000000,WN,4901,PHX,OMA,-6.13602471980915
1577836800000000000,WN,3695,PHX,ONT,-6.352561538466298
1577836800000000000,WN,3695,PHX,ONT,-6.352561538466298
1577836800000000000,WN,3927,PHX,ONT,12.946895315979386
1577836800000000000,WN,3927,PHX,ONT,12.946895315979386
1577836800000000000,WN,3927,PHX,ONT,12.946895315979386
1577836800000000000,AA,634,PHX,ONT,-8.928349219299024
1577836800000000000,AA,634,PHX,ONT,-8.928349219299024
1577836800000000000,AA,634,PHX,ONT,-8.928349219299024
1577923200000000000,AA,634,PHX,ONT,-8.240037019020237
1577923200000000000,AA,634,PHX,ONT,-8.240037019020237
1577923200000000000,AA,634,PHX,ONT,-8.240037019020237
1578009600000000000,AA,634,PHX,ONT,-8.240037019020237
1578009600000000000,AA,634,PHX,ONT,-8.240037019020237
1578009600000000000,AA,634,PHX,ONT,-8.240037019020237
1578096000000000000,AA,634,PHX,ONT,-0.7619103288510003
1578096000000000000,AA,634,PHX,ONT,-0.7619103288510003
1578096000000000000,AA,634,PHX,ONT,-0.7619103288510003
1578182400000000000,AA,634,PHX,ONT,-9.79955643678277
1578182400000000000,AA,634,PHX,ONT,-9.79955643678277
1578182400000000000,AA,634,PHX,ONT,-9.79955643678277
1578182400000000000,WN,3996,PHX,ONT,-2.394084248579568
1578182400000000000,WN,3996,PHX,ONT,-2.394084248579568
1578182400000000000,WN,3996,PHX,ONT,-2.394084248579568
1577836800000000000,WN,5784,PHX,ONT,-10.355067379945138
1577923200000000000,WN,1402,PHX,ONT,-4.643394540643323
1578009600000000000,WN,1402,PHX,ONT,-1.1713097292672043
1578096000000000000,WN,3744,PHX,ONT,13.227887827709557
1578182400000000000,WN,3106,PHX,ONT,2.3271295396697367
1577836800000000000,WN,5187,PHX,PDX,-4.831729551201165
1577836800000000000,WN,5187,PHX,PDX,-4.831729551201165
1577836800000000000,WN,5187,PHX,PDX,-4.831729551201165
1577836800000000000,WN,5187,PHX,PDX,-4.831729551201165
1578096000000000000,WN,5371,PHX,PDX,-2.9821456364036463
1578096000000000000,WN,5371,PHX,PDX,-2.9821456364036463
1578096000000000000,WN,5371,PHX,PDX,-2.9821456364036463
1578096000000000000,WN,5371,PHX,PDX,-2.9821456364036463
1577836800000000000,WN,1924,PHX,PHL,-1.0851429272413489
1577836800000000000,AA,854,PHX,PHL,-7.312016275131126
1577923200000000000,WN,1796,PHX,PHL,-7.144163060905818
1577923200000000000,AA,854,PHX,PHL,-6.623704074852339
1578009600000000000,AA,854,PHX,PHL,-6.623704074852339
1578009600000000000,WN,1796,PHX,PHL,-7.144163060905818
1578096000000000000,AA,854,PHX,PHL,1.6763874732488269
1578182400000000000,WN,3818,PHX,PHL,-14.610485634835662
1578182400000000000,AA,854,PHX,PHL,1.5996187122567145
1577836800000000000,WN,3162,PHX,PIT,-11.03673757988677
1577836800000000000,WN,3162,PHX,PIT,-11.03673757988677
1577836800000000000,WN,3162,PHX,PIT,-11.03673757988677
1577923200000000000,WN,933,PHX,PIT,-9.167339019189386
1577923200000000000,WN,933,PHX,PIT,-9.167339019189386
1577923200000000000,WN,933,PHX,PIT,-9.167339019189386
1578009600000000000,WN,933,PHX,PIT,-9.167339019189386
1578009600000000000,WN,933,PHX,PIT,-9.167339019189386
1578009600000000000,WN,933,PHX,PIT,-9.167339019189386
1578096000000000000,WN,6650,PHX,PIT,-8.254886828923546
1578096000000000000,WN,6650,PHX,PIT,-8.254886828923546
1578096000000000000,WN,6650,PHX,PIT,-8.254886828923546
1578182400000000000,WN,5570,PHX,PIT,-14.531758657725083
1578182400000000000,WN,5570,PHX,PIT,-14.531758657725083
1578182400000000000,WN,5570,PHX,PIT,-14.531758657725083
1577836800000000000,WN,4376,PHX,RDU,-1.000819297357365
1577923200000000000,WN,888,PHX,RDU,-9.891128557782977
1578009600000000000,WN,888,PHX,RDU,-9.891128557782977
1578096000000000000,WN,3383,PHX,RDU,-4.702182228567287
1577836800000000000,WN,1639,PHX,SAN,7.159236557652847
1577836800000000000,WN,1639,PHX,SAN,7.159236557652847
1577836800000000000,AA,2316,PHX,SAN,4.112363567796186
1577836800000000000,AA,2316,PHX,SAN,4.112363567796186
1578009600000000000,AA,2316,PHX,SAN,4.80067576807497
1578009600000000000,AA,2316,PHX,SAN,4.80067576807497
1578096000000000000,AA,2316,PHX,SAN,15.434576637450848
1578096000000000000,AA,2316,PHX,SAN,15.434576637450848
1578182400000000000,WN,2670,PHX,SAN,10.12975994464261
1578182400000000000,WN,2670,PHX,SAN,10.12975994464261
1577836800000000000,WN,3525,PHX,SAN,-5.157244561256469
1577836800000000000,WN,3525,PHX,SAN,-5.157244561256469
1577836800000000000,WN,5055,PHX,SAN,-5.47636828970536
1577836800000000000,WN,5055,PHX,SAN,-5.47636828970536
1577836800000000000,WN,5055,PHX,SAN,-5.47636828970536
1577836800000000000,AA,2671,PHX,SAN,-4.004070731794539
1577836800000000000,AA,2671,PHX,SAN,-4.004070731794539
1577836800000000000,AA,2671,PHX,SAN,-4.004070731794539
1577923200000000000,AA,2671,PHX,SAN,-3.3157585315157547
1577923200000000000,AA,2671,PHX,SAN,-3.3157585315157547
1577923200000000000,AA,2671,PHX,SAN,-3.3157585315157547
1577923200000000000,WN,1014,PHX,SAN,-1.5469372819064497
1577923200000000000,WN,1014,PHX,SAN,-1.5469372819064497
1577923200000000000,WN,1014,PHX,SAN,-1.5469372819064497
1578009600000000000,WN,1014,PHX,SAN,-1.5469372819064497
1578009600000000000,WN,1014,PHX,SAN,-1.5469372819064497
1578009600000000000,WN,1014,PHX,SAN,-1.5469372819064497
1578009600000000000,AA,2671,PHX,SAN,-3.3157585315157547
1578009600000000000,AA,2671,PHX,SAN,-3.3157585315157547
1578009600000000000,AA,2671,PHX,SAN,-3.3157585315157547
1578096000000000000,AA,2671,PHX,SAN,-4.464511243100545
1578096000000000000,AA,2671,PHX,SAN,-4.464511243100545
1578096000000000000,AA,2671,PHX,SAN,-4.464511243100545
1578182400000000000,AA,2671,PHX,SAN,-3.8655883531747466
1578182400000000000,AA,2671,PHX,SAN,-3.8655883531747466
1578182400000000000,AA,2671,PHX,SAN,-3.8655883531747466
1578182400000000000,WN,5836,PHX,SAN,-3.593751711683109
1578182400000000000,WN,5836,PHX,SAN,-3.593751711683109
1578182400000000000,WN,5836,PHX,SAN,-3.593751711683109
1577836800000000000,WN,5771,PHX,SAN,2.0158928933403413
1577923200000000000,WN,2403,PHX,SAN,-5.127678493124486
1578009600000000000,WN,2403,PHX,SAN,-5.127678493124486
1578096000000000000,WN,4237,PHX,SAN,23.547100348340848
1578182400000000000,WN,2686,PHX,SAN,5.027372807803915
1577836800000000000,WN,6515,PHX,SAN,-3.183769209357989
1577836800000000000,WN,6515,PHX,SAN,-3.183769209357989
1577836800000000000,AA,559,PHX,SAN,-6.701112100614625
